pop,Source,1,2,3,4,5,6,7,8,9,10,11,12,LP_1,LP_2,LP_3
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.009220876,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009835548,0.009835548,0.009835548,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.010417104,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.004874394,-0.004874394,-0.004874394,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.003459161,0.003459161,0.003459161,0.003459161,0.003459161,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,0.001765693,0.001765693,0.001765693,0.001765693,0.001765693,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.000445657,0.000445657,0.000445657,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043006193,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,-0.017015678,-0.017015678,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.006004461,-0.006004461,-0.006004461,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.002058866,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.009474049,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00919281,-0.00919281,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.001467182,0.001467182,0.001467182,0.001467182,0.001467182,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,0.002320473,0.002320473,0.002320473,0.002320473,NA,NA,NA,NA
LL,NA,0.000774933,0.000774933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001497973,-0.001497973,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009976849,0.009976849,0.009976849,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029329407,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039373,-0.039373,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003927548,-0.003927548,-0.003927548,-0.003927548,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005915289,-0.005915289,-0.005915289,-0.005915289,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,-0.010860842,-0.010860842,-0.010860842,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017172535,0.017172535,0.017172535,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004683265,0.004683265,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012815733,0.012815733,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00975983,0.00975983,0.00975983,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.016108864,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,0.008078229,0.008078229,0.008078229,0.008078229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,-0.013077135,-0.013077135,-0.013077135,-0.013077135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01361287,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.050104586,-0.050104586,-0.050104586,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.008591969,-0.008591969,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042798578,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000462367,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014832926,-0.014832926,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036212363,0.036212363,0.036212363,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.008306331,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007020782,-0.007020782,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002386856,-0.002386856,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0252345,0.0252345,0.0252345,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009802864,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.018281598,-0.018281598,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012482944,-0.012482944,-0.012482944,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022584902,-0.022584902,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019971469,-0.019971469,-0.019971469,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009904523,-0.009904523,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008392191,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006425219,-0.006425219,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009055258,0.009055258,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00122269,-0.00122269,-0.00122269,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,-0.00392898,-0.00392898,-0.00392898,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.027388565,-0.027388565,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,0.000302231,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02958393,-0.02958393,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001805961,-0.001805961,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005511989,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,0.019451583,0.019451583,0.019451583,0.019451583,0.019451583,0.019451583,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,0.015021437,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015175715,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002374567,0.002374567,0.002374567,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.01128546,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.013935374,-0.013935374,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007604196,-0.007604196,-0.007604196,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,0.002227843,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.020684029,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,0.018350657,0.018350657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.049158168,-0.049158168,-0.049158168,-0.049158168,-0.049158168,NA,NA,NA
LL,NA,NA,NA,NA,NA,NA,NA,NA,-0.01356449,-0.01356449,-0.01356449,-0.01356449,NA,NA,NA,NA
