"","pop","env","trt","CS","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28"
"LGH-C230AHN0","GH","lab","no_cue",17.2418865016615,-0.0245079519677556,0.00576248932025726,0.00881905976641997,0.0037827954228683,-0.00145000901733631,0.00453441511422205,0.00293046948345354,-0.00536865735322157,-0.000600370937394357,-0.00221622334670504,0.00276991802472073,0.0081131700862477,0.000161641381908092,-0.000698146380254125,-0.000340937697553561,-0.00277749603740539,7.43367781670223e-05,-0.00093366541948392,0.00059699631912162,0.00182288406432244,0.00017916968890619,-1.69001246835992e-05,-6.12409427502118e-05,-2.69675241023376e-05,1.04476431846134e-16,-1.2414114874959e-17,-1.88651178012478e-17,-4.60785923306339e-18
"LLL-C201AHNM","LL","lab","no_cue",17.3425529488181,0.00540934008636378,-0.0192723705519414,0.00384950947199015,-0.000592726374730791,-0.00732546132832787,-0.00307158036354679,0.00106149903731202,0.00371472209498611,0.00557959305460042,0.00179512438671854,-0.00274714508034799,0.00370000595373086,0.00148810524777872,0.00293986474518464,0.000307003268969891,0.00183993519994806,-0.00164441677599552,0.00196932045754496,-0.000477575349740249,0.00013943227349308,-6.80147272080487e-05,-0.000269812846533304,5.19609089918288e-05,-5.6829052931568e-05,4.6681679789079e-17,2.83247817561838e-18,4.09828421199521e-17,-1.13570177567857e-17
"LLL-C203AHN9M","LL","lab","no_cue",16.3770121858218,0.0251943759584412,-0.00615389444225926,0.00243488191169508,0.00772113332726439,-0.00632242603425556,0.00626947547687808,-0.00231392751636223,0.00253596172870525,-0.00600212531878777,0.00149768999905399,0.00319027155996116,0.00104647275844202,0.00142011714221626,-0.001426993682442,-0.0012542550772553,-0.0016383692749748,0.000636753804857884,0.000185585769378884,-0.000980779109505199,-0.00090304179396021,-5.27398784357952e-05,0.000183195136765361,6.71493811193495e-05,6.22128062538198e-05,1.94173832828576e-17,1.21972744404619e-18,-4.01154803819637e-18,-1.92445885616177e-18
"LLL-C204AHNM","LL","lab","no_cue",16.8267897455326,0.000580146391339532,-0.000778690221558644,0.00553451873007371,-0.00298411726047319,-0.00913765969970374,-0.00214412112901416,0.00203343562981388,0.00368246668635878,-0.0034659542541911,0.00297256154662294,0.000110061883649637,0.000441882656888333,-0.00037858472382283,0.00155971546525266,-0.00166269284904816,0.00276442186420427,-0.000259645771059208,-0.00104738533869069,0.000362870902735655,0.000712574243323449,-0.000106779602171218,0.000100219127258473,6.46535537604595e-05,-3.75494973653651e-05,1.0097649170808e-16,-1.14112278654099e-17,-2.86500424079295e-17,-1.43927838397451e-17
"LLL-C208AHNM","LL","lab","no_cue",16.7642511881861,-0.00449981589066529,-0.0167754878918604,0.00565783661071017,0.00496975131682484,-0.00446506612354567,0.00326438631349615,0.00188044291617956,0.000256542489914791,-0.00439810406408848,-0.00194691766433023,0.00390395546408857,-0.000390627106944436,-0.000880587815881888,0.00130890485609355,-0.00167372164665462,-0.000135319218374086,-0.00186853999264795,-0.000288238196863751,0.00110422977293333,0.0010295593306611,-8.34219946369157e-05,-0.000150837275678701,9.10204730528036e-05,6.16080429811444e-05,-5.25092664661886e-17,6.23416249179165e-19,5.908901840046e-18,1.11943874309128e-17
"LLL-C210AHN10M","LL","lab","no_cue",19.1382493062992,0.00618023396176205,-0.0362532331478276,-0.000852566375902179,-0.0149569790140609,0.00403680603406756,0.00476996654932684,-0.00305170147975537,0.000816423454613016,0.00387009226843637,-0.000659427720521529,0.00193893286121891,4.54064336281824e-05,0.00174383834155761,0.000923076889319334,0.00105686029679354,-1.54847981974904e-05,-0.00200601945304039,-0.00231958008193319,-0.00164492968364416,-0.00103907302957203,0.00148356115931189,-1.09531530829959e-05,-0.000166708435987104,0.000132122872324405,-1.50704101975485e-17,-1.01372903127395e-17,2.05998412772246e-18,1.13841228110978e-17
"LLL-C211AHNM","LL","lab","no_cue",18.4022292851584,-0.00582530552416056,-0.0104882670752029,0.00500219436625652,-0.0100564825094642,0.00413404028204637,-0.00179036619942746,0.00191715390025467,0.00072052324561464,0.00364580483568048,0.000394446192977587,0.000186579331548264,-0.000717797117689235,-0.00296421403172667,0.000174542193007615,0.00211162335533436,-0.000532994617189666,-0.000126911245581003,0.00053057577865624,0.000107528221906749,-0.000784397623992709,-9.48543931171481e-05,-3.7515476492738e-05,0.000108338895824635,-5.000681264261e-05,4.52281712515906e-17,-4.79759461324836e-18,6.9931040125315e-18,1.38168014356121e-17
"LLL-C212AHN10M","LL","lab","no_cue",18.3139688217583,-0.00833448818867711,0.00717076658771973,-0.00925050609922452,0.00593280903345802,0.00105511135280026,0.00609580271432235,-0.00236605754937225,-0.00140852718563054,-0.00281590077820055,0.000976099380303222,-0.00166483711810673,0.0037622407198283,-0.00409661753403153,0.00194689365709111,-0.00239922887661962,0.00117082990853064,0.00109052101578686,-0.000243170978381956,4.64469769949667e-05,-0.00116918463149875,-1.02997343829459e-05,8.40919063766156e-05,7.61989488041056e-05,-1.45138736458719e-05,3.32036915323686e-18,7.2099444470286e-18,3.87060175577325e-17,4.60785923306339e-18
"LLL-C214AHNM","LL","lab","no_cue",17.6334568493482,-0.000681285491828421,-0.00827209209339701,0.00132999942842789,0.00360162798154708,0.00112864543626467,0.000615202817271665,7.34640791570066e-05,-0.00338991865218305,-0.00600414903525813,-0.00556597147087957,-0.00168247233376915,-0.00237176307386478,-0.00262155716323389,-0.00126459486447235,-0.00108499995576393,0.00353373498130035,0.000542109976408296,0.000442677323343782,-0.000225996236718538,0.000800520631854633,-1.9876847137648e-05,2.60183001378369e-05,-3.34208442078989e-05,-4.28937664260446e-05,-3.80622725178192e-17,-1.0842021724855e-17,4.85722573273506e-17,1.16551733542192e-17
"LLL-C215AHNM","LL","lab","no_cue",17.4495956060707,0.00908481567613889,-0.0168328058439385,0.0128299138752278,-0.00149130180317614,-0.00499097761658383,0.00960308253263227,-0.006973516260337,0.00186096039589201,0.000219175340998789,0.00033081708724508,-0.00574610695850629,0.00214249729243036,0.00217693317464596,-0.00152456111791281,0.000402468956120957,-0.00125346310248672,0.000976233630056085,0.00184602149095251,2.50161506339191e-05,-2.98831725321878e-05,0.000289247266125967,-0.000122772637803866,-2.4985527690393e-05,-8.28780688910603e-05,-9.03275934951986e-18,-4.04136359793972e-17,2.32019264911898e-17,3.52365706057789e-19
"LLL-C216AHNM","LL","lab","no_cue",17.2509391804753,-0.00899543584281825,-0.0188552088583782,-0.0121796325078364,0.00103866272440062,-0.00118522971092013,0.00583808018987745,-0.00131746512343762,0.000855868068511418,0.000433952057555089,-0.00134728403753757,-0.00582290294802511,0.00253019584752636,-0.000298633187666394,0.00125269424867402,0.000256979469821186,0.00167925532801232,-0.000233058960540843,0.000216542639720898,0.00274410413973871,0.00123288067900704,-7.10701717831258e-05,-0.00013290544076589,-2.37413804529234e-05,6.15700563534263e-05,-8.70749869777421e-18,3.03034507209698e-17,1.74556549770166e-17,-2.53974358904729e-17
"LLL-C217AHN9M","LL","lab","no_cue",18.4926843077691,-0.00179022164639046,-0.0303542009506642,0.00499899184358158,-0.00475265080002471,-0.00570138928109624,-0.00187299667556809,-0.00476439523037038,-0.00166900235645151,0.00496477181253137,0.000623120949578118,0.00164836900947526,-0.00406257697680665,-0.00145319107782381,2.38902945597837e-06,0.001927825903911,-0.000959916527165401,-0.000401952743802916,-0.000704360659202554,0.000469174609765147,0.000337912946730718,0.000518080374334213,-0.000291293989647802,0.000396021770536987,3.66024236713799e-05,-4.29394882281095e-17,-4.01154803819637e-18,3.9790219730218e-17,1.98544522836408e-18
"LLL-C218BHNM","LL","lab","no_cue",17.9959912834418,-0.00112516655069671,-0.0158946731095622,-0.000364094538136311,0.00465853950589596,0.00296368086049282,-0.00588819470891168,0.010733695406801,-0.000643921869452919,-0.00634505071626462,-0.00184222582056871,0.000698906240196464,0.00434672139615343,-0.00178731128321452,-0.000685999503850651,-0.00106520904647071,-0.00117902534991363,0.00102802201548374,-0.000759089010882313,0.00228757682656071,0.000180436721960038,0.000134353855212488,3.78832243229821e-06,4.73523939055552e-05,-5.43752560138509e-05,-7.6619212276835e-17,6.88468379528295e-18,4.22838847269347e-18,5.56195714485064e-17
"LLL-C219AHNM","LL","lab","no_cue",16.6338825899778,0.000569742945948252,-0.00231173135964766,0.00462422079410003,-0.000640171721188029,-0.0106560192838535,0.00420929994960267,2.226944444327e-06,0.00244341804437406,0.00420033153203102,0.00356264968368118,-0.00255128960498613,0.00341980872461288,0.0056793515390297,9.07400598286008e-05,-0.00103368898042714,0.00118038254520074,0.00149689394217125,2.09491636102885e-05,0.00128762520170186,-0.0011409529606966,-0.000129192681195046,0.000171019754809062,6.74201074545371e-05,7.05754534109927e-10,4.76697437220511e-17,-2.60174640078631e-17,2.76674841891145e-17,7.16759279966589e-18
"LLL-C220AHN11M","LL","lab","no_cue",20.0449948631922,0.00295420814699159,-0.00349139632990024,0.00790922432765658,-0.0135376736543443,-0.000575321905757598,1.06194757280524e-05,0.0048480144807396,-0.00340802624066729,0.00164769916209798,-0.000916166760268423,-0.00517590713310653,-0.00190837168091652,-0.000278871955746867,-0.00469083769034575,-0.00314555013486042,-0.000584871874192404,-0.00218790684376506,-0.000961564278893005,0.000590979133517797,5.29713974513424e-05,-1.14689210569246e-05,9.5296159080605e-05,-6.37432607773222e-05,-7.81402013172306e-05,3.96411419315013e-17,-7.31836466427715e-17,-6.1257422745431e-18,1.49077798716757e-19
"LLL-C221AHNM","LL","lab","no_cue",18.5569653936799,-0.00820787257762577,-0.0148053857546761,0.00770938611373572,0.00471512246728767,0.00210564801930159,-0.00328939984363746,0.00340325932494832,-0.00122440886772297,0.0038326326565167,-0.00522689135416106,-0.000708609722194596,0.00321451644600269,-0.00162541882764685,-0.00150206430468314,-4.60612280266596e-05,-0.00150563378964391,0.000973843438318902,0.00164726823295867,-0.00259418179716101,0.00027098533519344,-0.000202969568015789,6.69026781296907e-05,0.000106717297037596,-5.98924372364813e-05,-4.03187682893047e-17,-6.19350491032344e-18,-5.50232602536394e-18,6.34529321447141e-17
"LLL-C222AHN8M","LL","lab","no_cue",17.5631722645922,-0.00978950627891627,-0.0229195001467118,0.0133029243021091,0.00738952055285225,-0.0106269678192534,-0.00416963771313201,0.00402400372166013,0.00406710524256227,0.00170386772533567,-0.000482504242044396,0.00336503581133964,-0.00254109602599147,1.47127925018236e-05,0.00111605305044999,0.000296633023882127,0.000719138757559477,-0.00168076150104485,0.000845861493297015,-0.000375925384529963,-0.000263824104492343,-0.000386356067748977,-0.000119366140382898,0.000279862175754932,9.07922778873773e-05,-1.22650370762423e-17,6.83047368665868e-18,4.11996825544492e-18,-1.458251921993e-17
"LLL-C223AHNM","LL","lab","no_cue",17.9584207726702,-0.00266294715550376,-0.0166170462455823,0.00942944076605216,0.00245051365631599,0.0029807023219285,0.00204013222351455,0.00235537815307881,0.000292052632257368,0.00372457332925228,-0.000456256511361908,-0.0032522685475373,0.00224999492392745,0.00197710974223339,-0.000719829399993292,-0.00120884685292632,-0.000893222129946086,0.000633599069358992,0.000673429353674938,-0.00149669865105979,-0.00123513751560817,-0.000122365811470325,-0.000123310532339377,-1.77345359018239e-06,-3.45523997092076e-05,3.28911363748317e-17,-2.58514455502012e-17,-1.46909394371786e-17,5.77676470027433e-18
"LLL-C224AHNM","LL","lab","no_cue",18.1125138810405,0.0109001465513156,-0.0311772647309964,0.00517181614802898,-0.00524399385513204,0.00226778084499103,0.000992026789330013,-0.00408254254212192,0.00169698124288189,-0.00106220305138496,0.00150954187236108,-0.0011909742298527,-0.000100107824741158,-0.000312781115829349,-0.00181317279267726,0.000238049389616998,0.000416740536428543,-0.00186289421258,0.0012158480932062,-0.00116767851767415,0.00025899345460959,0.00075500260320525,-5.03941499592134e-05,-8.393443169519e-05,-1.13995510787211e-05,-5.26312392105932e-17,-1.49619899803e-17,-1.6154612370034e-17,1.20346441145891e-17
"LLL-C225AHN9M","LL","lab","no_cue",18.7421635397225,0.0030052014074875,-0.015777439618505,-0.00260923741973143,0.00663382179558896,-0.000741036087737128,0.00113758878564069,-0.00105473679371045,0.00127632099816271,0.00318956329835779,0.0003642112844476,-0.0011810059068355,-2.60079863728273e-05,0.00118307553795986,-0.00205563825372886,-0.000676970944518176,-0.000812076599375053,-0.00492172566714244,-0.000707110207781491,7.66233418762893e-06,-0.00172557610915801,-0.000143829560632989,0.000107473486741786,4.6840958992688e-05,0.000202302243242838,2.58311167594671e-17,-5.2583805365547e-18,-2.65629532258949e-18,-9.35124373768748e-18
"LUL-C201AHN9M","UL","lab","no_cue",17.8339549049308,-0.0135987618895743,0.00346671165349356,0.0098507566394512,0.00211661986867414,-0.00796609859729855,0.00746554315832493,0.00177496553148527,-0.0037977821092375,0.00758891460412562,0.000434950366765968,-0.00421339348840542,-0.00307713037966861,-0.00420259995945702,0.00162903070993442,-0.000786458371480244,0.00336290904063149,0.000347200542313731,0.0023781067881367,0.0013201025478812,-0.000222046308520182,-0.000144678672338738,0.000374727374265206,5.64033543717724e-05,1.52309935445758e-05,-5.50368127807954e-17,1.63172426959068e-17,-1.60461921527855e-17,-1.90006430728085e-17
