"","pop","env","trt","CS","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28"
"LUL-C202AHN8M","UL","lab","no_cue",17.0311390675177,-0.0157942944797962,-0.020385271746845,-0.00254665432659732,-0.00224095918508605,-0.00382955405479027,0.00678080649184623,0.00258954439478856,-0.000601469535880872,0.000182336844219485,-0.00144582999291741,0.00364953148975248,0.000733512539533108,0.00428761224910059,-0.00316432975003778,0.000875011959713928,0.00342392385445147,0.00181359297777837,-0.000660236470613571,-0.000143487015597894,0.00171536748914648,-0.000143047894986224,0.000178076377469475,-0.000227907841072753,-5.96652575265345e-05,-3.25260651745651e-18,2.84603070277445e-17,3.83807569059869e-17,-8.99887803162969e-18
"LUL-C203AHN9M","UL","lab","no_cue",17.5411793237946,-0.0155560526543243,-0.00323471132805008,-0.000765100595511357,-0.0175532142223615,0.00681710632155377,0.005187608020878,-0.00296929696063221,-0.00606821982455275,0.00451720585985011,0.00289577494846903,-0.00441668418566685,-0.00124748491405327,-0.000704583048707633,0.00195357400686525,-0.00206587115189241,0.000130988777594364,0.00236386360876042,-0.000411828694549309,-4.18577335163573e-05,-0.00153007243584141,7.92860268105227e-05,3.80550966389998e-05,-3.64749873354444e-05,5.60289818215651e-05,-2.99781900692242e-17,1.85669622038143e-17,-2.09251019289702e-17,3.26344853918137e-17
"LUL-C204AHNM","UL","lab","no_cue",16.6109632539649,0.00600609741853758,-0.0220477453267805,0.00793017032823179,0.00418331013567524,-0.000840278676003823,-0.00254996166633381,-0.00355432016106996,0.00922578754690091,0.00626744137908118,0.000114202175630423,0.00393894920323818,-0.00484596423110492,-0.00506774329574121,0.000464634977752554,-0.00124309392383214,0.00317047271040225,-0.00231435047936487,0.000576038590250512,0.00085006986796162,-0.00143538758739703,-6.51619089934197e-05,-0.000426916499300255,2.4863103961474e-05,-6.06470950084058e-06,6.98371253472882e-17,5.97170933308491e-17,8.75154441103143e-18,4.33291233838465e-17
"LUL-C205AHN9M","UL","lab","no_cue",18.0262720487721,0.00550609934851915,-0.0200230989815943,0.0150569361409609,-0.00178205448712221,-0.00138502134776729,0.00299729723809489,0.000735112524134014,-0.000850656639510509,0.00100246263154695,0.00256200457381796,-0.00460304905505587,-0.000901138794561106,-0.000197854753015547,0.00120980001786391,0.00163352509059795,0.000981750681378484,-0.000105037084263102,0.000103152124528952,-0.000465346948997721,0.000606474180135076,6.88359007210901e-06,3.23894515668608e-05,0.000263121625919619,-2.52495720504135e-05,3.22677201256526e-17,-4.81114714040443e-19,-1.41488383509358e-17,-1.31459513413867e-17
"LUL-C206AHNM","UL","lab","no_cue",15.9058591938427,0.0095164624400227,-0.0333217963756359,-0.00562881449982473,-0.00795237109204701,-0.00774060875835686,-0.00107422498906733,-0.00369677913668638,0.0105162879030044,0.0033185922557461,0.008752583818285,0.00388536883336939,-0.00342418091228796,-0.000769071564345822,4.63462132320929e-05,-0.000630075970348189,-0.00150814809378011,-0.00106683169145364,0.000909726365102978,-0.000909636054699481,0.00094967581337748,0.00103339548528044,-0.00058603395066238,0.000528887539559354,-1.00235434879627e-05,1.90616294450108e-17,-5.160802341031e-17,7.15573433840433e-18,3.27835631905304e-17
"LUL-C207AHN9M","UL","lab","no_cue",17.7364605938923,-0.00507325989804776,-0.0117177452881338,-0.00398972723368327,0.00452242395680427,0.000867825573326753,-0.00099458454427263,0.00554289845185981,-0.00168970176942859,-0.00756064296981415,-0.00225266129571965,-8.56163010419987e-05,-0.00131281428712017,0.00376545404953096,-0.000632522074956418,-0.00059838771819491,0.00309452252166524,-3.21332238955221e-05,0.00379565016210525,8.8122639811053e-05,0.000281367718297323,0.00011864281191054,0.000189035154543847,1.63909188075972e-05,3.7766785308211e-05,9.93671291082965e-17,-2.41777084464267e-17,2.68882138776405e-17,2.4231918555051e-17
"LUL-C208AHNM","UL","lab","no_cue",19.2600687292724,-0.0258409411129316,-0.0140028988467857,0.00590522201400586,-0.00648259362954063,0.00056285524365028,-0.00426628153112734,0.0020810674452162,-0.00156377106659453,-0.00381977973329965,0.00333737573253792,-0.00517453687341819,-0.00165645981030642,-0.00343280953298288,-0.00152135933746271,0.0028887076100354,-0.00199263833535357,0.00262001788071007,-0.00085438993900921,0.000117104709565953,0.000231277081948145,-5.12249992346151e-05,7.48008145342631e-05,0.000198839841951081,9.70664658824385e-05,-4.91550159950616e-17,-3.64834031041372e-17,9.75781955236954e-18,-1.40404181336873e-17
"LUL-C211AHNM","UL","lab","no_cue",17.9560149414877,-0.0070404254151143,-0.0241152149738003,0.012449728213346,-0.00578637547890757,9.25132428329082e-05,-0.00339665538166106,-0.00258246078668204,-0.00139341468182414,-0.00355239202429981,-0.000877402421917114,-0.00433925748946248,-0.00296577019324018,-0.00364539579254701,0.00130200413437839,-0.000403189520357087,0.00352974338891528,0.000460477860338654,0.000519925394362827,0.000886097820651144,-0.00130980527981728,0.000248581763950714,5.28111013345741e-05,0.000206671790061661,-6.90500555789728e-05,3.73372123149696e-18,2.74709725453515e-17,1.08149166705429e-17,1.75911802485773e-17
"LUL-C212AHNM","UL","lab","no_cue",18.3385014570537,0.00794116858123696,-0.0093582306725749,0.00245872064398332,-0.00202950138588331,0.00575267179241022,-0.00552025754336115,-0.00353302569459993,-0.00284397269760893,-0.000818171629222993,-0.00277076385428592,-0.00133326402457469,0.00102183336924381,-0.0021920903887832,-0.000707168205600741,-0.00122265068578864,-0.00228085693995111,0.00167136313388567,-0.00120115255307072,0.000158068262308816,-0.000644941021755531,0.000185040413533974,0.000237236410591466,0.000102279640764948,1.62989186956199e-05,-5.17725330905346e-17,-6.52992522114917e-17,3.77454821955461e-17,3.1225657842293e-17
"LUL-C213AHNM","UL","lab","no_cue",17.2077505987188,-0.00448547996608971,-0.00981683892691108,0.0020323915738722,0.00240671230014488,0.0074900970583219,0.0091050773946195,-0.00106285064331852,-0.0107228996993942,0.00628044811852832,-0.00238355159931057,-0.00359294714153414,0.000619160944397353,-0.00327908534913631,-0.00260413404556166,0.000934664093073487,0.000416319699748356,0.00306387051761872,0.000242227898266671,0.000924944970990499,-0.000487773095171115,-0.000120294945338846,0.000402443006279328,0.000173032904898924,-4.48403518493568e-06,3.86823006352094e-17,-2.95038516187618e-17,1.81061762805079e-17,5.71916645986104e-18
"LUL-C214AHN8M","UL","lab","no_cue",18.8828044370326,-2.52718984293866e-05,-0.0235728647754125,0.00516699006735505,0.000369915793068223,0.00247969036133761,0.00296152071652974,-0.00744678898155718,0.00287449185611263,-0.00118648996531218,-0.000240280764137262,-0.00432160335531297,0.00212392562166099,0.00376367371822448,0.00188570272610881,0.00081682822365983,0.00193317682802403,-2.5188575072381e-05,-0.000756273878257921,0.000230378272389485,-0.00200920927532458,0.000336522808840056,-0.000205893072093677,-0.00028738436591671,-7.49237697640434e-06,-3.07574603806982e-17,2.68340037690162e-17,4.71627945031194e-18,-2.21448293730164e-17
"LUL-C215AHNM","UL","lab","no_cue",17.9540432573688,-0.00626108215070894,0.0105900745493938,0.00499348463908035,0.010288718980692,0.00289537884198732,-0.013191125094761,-0.00770139806623976,-0.0120091656914471,0.000621410459804203,-0.000578097140504473,-0.00777356808871976,-0.00139457253521229,0.00164390337557833,-0.00184411450672058,-0.000921786029882694,0.0039336166101743,0.0011064527177311,-0.000191325851464928,-0.00106264964321169,0.00118814932499613,0.00013651065204557,-0.000286071589733804,6.68358969512052e-05,-1.23728255532458e-05,5.71442307535641e-17,1.94072188874905e-17,-8.78203759713259e-18,-2.92734586571086e-18
"LUL-C216BHNM","UL","lab","no_cue",17.6673395005323,-0.00926700657190608,-0.00923423522687717,0.00618769142625397,0.000164189802712897,-0.00219533183895248,0.000999654620363097,0.00237149032216363,-0.00166878805918388,0.00172955055847077,-0.00249462723371014,-0.00530009134201341,0.00231858731853473,-0.00153546612387811,-0.000624774946979199,0.00152522266740368,0.00121569452745124,0.00171920497387733,-0.000461549229577222,0.000944801289049314,0.000797920914666158,-6.54352147706232e-05,0.000126691071457166,6.20683158596962e-05,-7.75426513429005e-08,-5.32106097465151e-18,-6.74644801829105e-17,3.61310373980794e-17,3.71881345162528e-17
"LUL-C217AHNM","UL","lab","no_cue",16.2860960305587,0.00931735099919821,-0.0024199123301401,0.0128254824796027,0.0150413998623467,0.0084359099492295,0.000511116697287571,0.00173114832240377,-0.00556158623581697,0.00937379143207635,0.00308453886477753,0.00212855866828155,0.00308946290606682,-0.0035507484318536,0.00117661380146442,-0.00349775346821728,-0.000829093792767886,0.00209466873079302,0.00187006443310422,8.60778073688723e-05,-0.000128563442802919,-0.000273755933655263,-0.00024648731069349,-0.000110742946722134,-7.50348551295849e-05,9.87030552776491e-17,2.44758640438603e-17,2.95987193088543e-17,-4.03052157621486e-17
"LUL-C218AHNM","UL","lab","no_cue",16.6261363228112,0.0178739720964759,-0.0338301541766188,-0.0112309467888205,0.00705734797635566,0.00202247345317888,0.000787051158977438,-0.00134525192693368,0.00222622889583033,-0.00442676812652204,0.000274402986462517,0.00203549022131389,-0.00108628411962292,0.00342935450706266,-0.00444168242445622,0.00178414175888136,0.00346496406786685,0.00106489345256244,0.0016141947361726,-0.000351411105086717,0.000142709555503494,-4.32744106835766e-05,9.63778030494979e-05,-0.000773181775131881,0.000109839508155563,-2.95716142545421e-17,2.15756232324615e-17,2.68882138776405e-17,4.48859699408999e-17
"LUL-C220AHN9M","UL","lab","no_cue",17.4877362427429,-0.025796374404899,-0.0128507161102883,0.000514926639680336,-0.00728033108917982,0.00297286348400774,-0.00493561768955558,-0.0107370506825042,-0.00875631947258035,0.00725444351765307,-0.000913638821383943,-0.00622307269265423,-0.00614291347460871,-0.00150719353275292,0.00187867891604142,0.00247966764649543,0.0011730214796192,-0.00186953050253956,-0.000928888612549205,0.00120143506055738,0.000531514385299518,-9.51897718925337e-06,0.000137708594715411,0.000122506985237308,3.23659341465394e-05,-5.03137570669054e-18,1.50704101975485e-17,1.62088224786583e-17,-3.26073803375015e-17
"LUL-C221AHNM","UL","lab","no_cue",17.6561581188812,0.00257769596025011,-0.0246765010611369,0.0109138759028528,0.00074548179929463,0.00594637748747622,-0.000543471034156676,-0.00033530142880001,-0.00457329890511945,0.00322849517716854,-0.00132733527856612,-0.00424792112346752,-0.00343643139682651,-0.000109095540010353,0.00198575989364814,0.000994903694819041,0.000535565323597383,0.000548009809432016,0.00141633997920959,-0.00198466787393237,-0.000806509798008388,-5.05415976144914e-05,-1.18106362957785e-05,0.000100788943363884,0.000113598239607813,7.5236854506916e-17,-1.02999206386123e-17,-6.17995238316738e-18,-8.29414661951411e-18
"LUL-C222AHNM","UL","lab","no_cue",17.8784561128024,-0.0222242144950376,-0.0198670318760205,0.00779413788689579,0.00437649409812014,-0.000389051752583169,-0.00508436482274022,-0.00295375375237915,-0.00332896017202646,-0.00379177425977566,0.000123179930748729,0.00024559362789026,0.000479288111896917,0.0015149667164384,0.000604462144804294,0.00169925986597372,0.00242971305330058,0.00217529956296213,0.000916909232841922,9.35244914494735e-05,-0.000704146479971643,-0.000108552788119598,1.91722544888457e-05,-2.529844616693e-05,-8.17223961630874e-05,1.13317761749575e-16,-5.10523697969112e-17,-6.26126754610379e-18,3.63749828868887e-17
"LUL-C223AHN9M","UL","lab","no_cue",17.9881314030653,-0.00854739654323232,-0.0216122760966485,0.00501304231617017,0.0070600098474974,0.0105588034117902,-0.00488534958950703,-0.000862771588354892,-0.00806705710672368,0.00451484418440787,0.00154882304967473,-0.000521588291636255,0.00146563385365835,-0.00127988121833836,-0.00196379757217619,-0.00140787023545715,0.000195884325011957,0.000583172019902467,0.00178905826905857,-0.00150580309774862,0.0003846534871949,-7.90729081685852e-05,-8.21992222438007e-05,-5.07364793214065e-05,-8.64578831618312e-05,1.21972744404619e-19,-6.57297567069337e-18,-1.32543715586353e-17,-2.75048538632416e-17
"LUL-C224AHNM","UL","lab","no_cue",17.688936172822,-0.0203548945736778,-0.00649394866356273,-0.00637387602230687,-0.00518107287818524,-0.000387780939629054,-0.00597680832362293,-0.0079366378787274,-0.00345739820621917,0.00150463794019746,0.000961908928482692,-0.00280967542355667,0.00105277299348475,0.00143391788117974,-0.000728045616256703,-2.4672016986513e-05,0.00165421734526531,-0.000123188343692983,-0.001421729283034,0.000463485643541574,-0.000528172371253308,-0.000141453105377144,0.0001365225016888,-4.93817147155602e-05,-5.31881573603222e-05,3.88741535977625e-17,-2.53889655610004e-17,-2.43606675630337e-17,-9.54775538145047e-18
"LUL-C225AHNM","UL","lab","no_cue",17.4650944570255,0.00459377522080452,-0.0178014340585939,0.000871959707879065,0.00414373376752329,0.00317473825303779,0.000473657201201106,0.00165103309808339,0.00117618106394339,-0.00187798127852638,7.5625026678501e-05,-0.00309245422133831,0.00302026317671223,-0.00153933693622496,0.000123421197194944,0.000629496602256798,0.000476808175029645,0.00116993710835423,0.000937073129875566,-0.00103563677723302,0.000544825092692984,-0.000116702390274265,-7.76935820021219e-05,-3.29452555347187e-05,-2.56717530812227e-05,-9.48962774544515e-17,-5.35511169913114e-17,2.87279694390769e-17,7.98582662671354e-18
"LIC-D201AHN0M","IC","lab","no_cue",16.734368317011,-0.00534259084099186,0.00515817587040861,0.00140722259076346,-0.00011907302257909,0.000425879126200696,0.000485489807456726,0.00339094733115615,0.00736450044371602,-0.00354621873930438,-0.00121622793331609,0.000917354581707986,0.0014970401641999,-0.000264312930954581,0.004171150223347,-0.00314121749758143,0.00136520004481256,0.00320096381205022,0.000142778951416157,0.00157934285274095,-0.000469672586035917,-8.2192577240296e-05,-0.000169606757884475,-1.38862316952022e-05,-0.000101950241616779,-7.99937915386961e-18,1.3200161450011e-17,1.458251921993e-17,-2.57633541236868e-17
"LIC-D202AHN0M","IC","lab","no_cue",17.2714111399562,-0.00890948397210534,-0.0054518805044998,-0.00181551729877627,-0.00654693233082833,0.00424175780654047,-0.00179190827406286,0.00400743187164283,0.0025764555158047,-0.000293404789374761,-0.00205034994496625,0.00421924858028039,-0.00158425068092842,-0.000276011287082584,-0.00316818543765658,0.00123517015050364,-0.000205085007078358,0.000188251006929743,-0.000644897003706437,0.00241127925052895,-0.000247745366605875,-0.000101054383752356,0.000129159489271339,2.1808539062906e-05,-6.81314595546039e-05,4.73931874647726e-17,-9.2970336290632e-18,1.41488383509358e-17,-2.40557357020221e-17
"LIC-D203AHN0M","IC","lab","no_cue",17.567188728798,0.00746940010476243,0.00932415804933159,-0.00134925100960228,-0.00662503701107513,0.0117735407196567,0.00601555437135942,0.00214824743245833,0.00124009247895716,-0.00524666063082161,0.00116091532459603,-0.00157266163117424,0.000117421322051243,-0.00363313018958552,-0.00269950437852011,-0.00047036485635171,-0.00149205950713316,0.000373899270663694,-0.00320687117561302,-0.000210450092831011,-0.000220505711486374,-0.000178166928251,-0.000193728920586413,3.73638908469229e-05,1.68042681388991e-05,1.5072104263443e-17,-6.07966368221247e-17,-5.85469173142172e-18,-3.00866102864727e-18
"LIC-D204AHN0M","IC","lab","no_cue",17.7727033055707,-0.00790840827041357,-0.00767380353201804,0.00763026180383133,-0.0146069518974552,0.0094724134772752,0.00756681413961029,0.00398873272562312,-0.000973238517691936,-0.00282345812858832,0.00253536046599284,0.00030895794520938,-0.00346209782715622,-0.00324601937387051,0.00153143237072857,-0.00441873129551356,0.000489476730917216,-0.00232804792216657,-0.00101738505254157,0.0018652751448068,-0.000611331495811795,5.871303836776e-05,-9.28378544367608e-05,0.000113426065180975,-9.04986554255086e-05,2.72354973860148e-17,5.21772295508649e-18,1.31459513413867e-17,1.69135538907739e-17
"LIC-D205AHN0M","IC","lab","no_cue",15.7328258605853,-0.00940474708038443,0.00280738881265596,0.0026226555780419,-0.0083857579289098,0.00121207434800975,0.0034902060960636,0.0024587611748642,0.0063798127702073,-0.00643466404687383,0.00502933022012489,-0.000631602526471507,-0.00214710182284821,0.000505760031506938,0.00106019952999477,0.00208256919041253,0.00100314291694218,0.00122212195746375,0.000244312392432021,-0.00142086603818304,-0.000392668539811919,-0.000117932318148823,0.000207532237291116,0.000144683239553547,2.87299914508505e-05,3.93074109502831e-17,-1.46638343828664e-17,-4.30970363562988e-18,-1.3586408473959e-17
"LIC-D207AHN0M","IC","lab","no_cue",16.63271510907,-0.00995420956576671,-0.00431553802542625,-0.0184156597725911,-0.00362387465066368,0.00666704458538899,-0.000365887881684076,-0.00426935784684003,0.0121222947121476,-0.00220049548009281,0.00340181872635635,0.000723752761324562,0.000855225078229834,-0.00162668844225874,0.00232500196520622,0.00616169335713778,0.00249548699679611,0.00266359205897651,0.000742584295231767,0.000679617440385777,-0.000479249146767327,-0.000214464702157295,-0.00014377183210168,-0.000108777662468469,-0.000233174403157943,-2.51153739190373e-17,8.95822045016148e-18,4.47233396150271e-19,-3.70119516632239e-17
"LIC-D208AHN0M","IC","lab","no_cue",17.8064986042319,-0.00211106789668782,0.0187466675373972,-0.00115332930445714,-0.00534959382688775,0.00704202633222877,-0.00702438016400396,-0.00573268783074572,0.00373386847025506,-0.00142336910499423,-0.0065267435310827,0.000939736822804722,0.00383116215834784,-0.0029972638936485,-0.000195893864454417,-0.00139249217290368,-0.000206123949363003,-0.00261934599577219,-0.000908307912824875,0.00101137542303624,0.00118976708741436,-0.000272319290245661,-0.000198022407987119,4.67920981366599e-05,-5.15536335751683e-05,1.1231656880592e-16,1.70761842166467e-18,-1.98137947021726e-17,5.16351284646221e-17
"LIC-D209AHN0M","IC","lab","no_cue",17.3709168301314,-0.00138629288681763,-0.00789723484564568,-0.00332095912967438,0.00526499844834157,0.00897373785293954,0.000728609197704488,-0.00244445402733948,0.000692765287642011,-0.00546423105955736,-0.00408642267663208,0.00319408946169728,-0.00280299398821247,-0.00148004046615817,0.000414323301569778,-0.00179798977252404,0.000139955992457991,0.00142487685519523,0.0013330634904235,0.000550642741421297,0.000357075156534155,4.79863371377297e-05,0.000234233179397287,1.7028439543745e-07,7.77889693154064e-05,-1.88041314290455e-17,-6.80336863234654e-18,1.16009632455949e-17,-3.99528500560908e-17
"LIC-D210AHN0M","IC","lab","no_cue",16.7607221956793,-0.0134740934991137,0.0109740207351864,0.0100285378340775,-0.00282581804679385,0.00388469672995331,-0.00319438438738424,-0.00310359515016318,0.000514503048999,-0.00257457065478035,0.00228056922407907,0.00147229107099141,-0.00137166831230362,-0.00114477528204257,-0.00240597582491744,0.000504424850608251,0.00317116876551874,0.00200633677179194,0.000498968249278732,0.000452097681302304,-0.000119917664016121,-2.36978336728802e-05,-7.86818922549918e-05,2.27481566314908e-05,0.000161313600679796,-1.04435774264666e-16,-2.49908600757909e-17,-2.95987193088543e-17,5.52943107967607e-18
"LIC-D211AHN0M","IC","lab","no_cue",17.1097542247127,-0.00675082833387119,0.00909290180181413,-0.00494212836319601,-0.00285395264968611,0.00240380138713344,0.00472346619141868,-0.00333147316617134,0.00481421571973454,-0.00188899521625206,-0.000134497898332354,0.00163911862371828,0.00388396563241325,0.000169229418860646,-2.26786981470943e-05,0.00188632824603947,0.0034001611827725,-0.000134142932861764,0.000599326753833461,0.000261900608821454,-5.50990310645335e-05,-0.000152589589009184,-8.91534592523652e-05,9.12449172453687e-05,-5.02384961808056e-05,1.99154386558431e-17,4.85180472187263e-17,-6.72205346941013e-18,1.5748036555352e-17
"LIC-D212AHN0M","IC","lab","no_cue",18.0121558029769,-0.00880925510289784,0.000235417832014474,0.00996262298835199,-0.00717953691245418,0.000835540703093178,-0.00275616366541863,0.00876794100634852,0.00112461984844171,0.000416017167838458,0.00140899473181865,-0.000343799968392078,0.00122906730382291,-0.00289281997155042,-0.00433420646574353,-0.000738693473997554,0.000265446662019591,2.97819716145272e-05,-0.000942032091088266,0.00192606651421916,0.000455144753575116,-7.75423617880786e-06,-0.000101766704879085,-0.00011139538713557,0.000124297677605294,-4.98055372985529e-18,7.23704950134074e-18,1.24683249835833e-18,3.63139965146864e-17
"LIC-D213AHN0M","IC","lab","no_cue",17.5149425349777,-0.0138317960153956,-0.0017687637135403,0.00896480121948526,-0.00572884422895709,0.00323983922903093,-0.00174238619172727,0.00453836776349991,-0.00342833334122626,-0.00377541438459993,0.00458663621772536,0.00387049587755127,0.00219089771321612,0.000210716139835022,-0.000273387519929028,0.000798978986868457,0.00106058393951721,0.000964438711243497,-0.000843247871894648,-0.000699960842110381,-0.00073745528480899,-0.000170890919784535,-0.000216178090185867,-5.11177886385335e-05,6.28492214077582e-05,4.48503945571152e-18,-8.63770318292045e-17,-1.57344840281959e-17,-1.48874510809416e-17
"LIC-D214AHN0M","IC","lab","no_cue",17.591260603854,-0.0127094208843031,0.0157872340984468,0.00358983429198783,-0.00552932168280691,0.00232757382430391,0.00580720302216798,-0.00243874510325493,0.00151976364698282,-0.000451924414851569,0.00519272110117898,-0.00163614003161057,0.00197850089052065,-0.00270660040752016,-0.00256294570414722,0.00175818289328776,-0.000160863590934949,-3.36110339676207e-05,-0.000236031484354626,-0.000851186778581008,-0.000149470103640482,-0.000121565119323894,-0.000110583517659716,-5.73892711285887e-05,0.00017790512972589,-1.98171828339616e-17,-5.17028911004025e-17,-2.97613496347271e-17,-1.70626316894906e-17
"LIT-D201BHN0M","IT","lab","no_cue",17.1491915571273,0.00487375913092965,-0.000188327781248907,0.0126336595319214,-0.00456845513695297,0.00407013783922136,2.29310802260856e-05,-0.00695719689381384,-0.0012979632686105,-0.00445559866289495,-0.00383982247929555,0.00165242380074135,-0.00215420849642617,0.000755914558904253,-0.00147010975230166,0.00112950737022761,-0.00192072290868638,0.00164597991114964,-0.000664098490210808,-0.000324389035934171,0.000469982744374387,-3.66021420427475e-06,7.75199616278273e-05,-4.82916920926298e-05,-8.35662094545025e-06,-2.05049735871321e-17,2.16840434497101e-18,-2.25514051876985e-17,8.99887803162969e-18
"LIT-D203AHN0M","IT","lab","no_cue",16.8777907442164,-0.00189235165085203,0.0103796807070636,0.0113509443592311,-0.00814897578956166,0.0037166537755507,-0.0103254293196539,0.00355906628373599,-0.00142863396823101,-0.00377289256040698,0.00219991210008961,5.46443703022431e-05,-0.00146400595207098,-0.00185735728836906,-0.0036603548839668,-0.000809578446083075,0.00129146519635513,-0.00341927364729585,0.000593354588853753,0.000208688451752152,9.1005648417663e-06,-0.000135839490793413,-0.000363735672101755,-0.000166259883756169,3.10483744513829e-05,1.10791909500862e-17,-4.24736201071196e-17,3.90312782094782e-18,-2.67526886060798e-17
"LIT-D208BHN0M","IT","lab","no_cue",17.1885006315011,0.00202257737692076,-0.00267115620045593,0.012608194909463,-0.0105919785131301,0.00503135509356852,0.002427165785345,0.00534065853167123,-9.11706204199149e-05,-0.00499164667840079,-0.00624068509608107,0.00165527483050718,0.00138137741372397,-0.000801554956609061,-0.00254891945173411,0.00468922041710414,0.000612819438269711,-0.000377785875228683,-0.000698394449251002,-0.0009184174975116,-9.65144053368383e-05,-0.000206634601385836,-0.000177550478468673,-0.0001126979572662,-0.000146105884764491,-4.43709739089693e-17,-2.92734586571086e-18,-8.67361737988404e-19,2.84060969191202e-17
"LIT-D210AHN0M","IT","lab","no_cue",15.9121314382264,0.0143816127781023,0.0185924434117628,-0.0033687786262958,-0.00460874422995395,0.00261373335801704,0.0106367032685054,-0.00266322304353731,0.00786232980624032,9.2116891379756e-06,0.00237808085373201,0.00242891327150659,-0.00114390038014564,-0.00169144811953537,-0.00469545830233476,0.00283375878835714,-0.00151189741699691,-0.00129036141060832,0.00195286482933927,-0.00222495276516157,-8.59562924823792e-05,-7.93668724908114e-05,7.95079846047183e-05,0.000166214925269481,-8.03771367228072e-06,-1.67848048827912e-17,-1.35525271560688e-17,-2.10335221462188e-17,-2.8948198005363e-17
"LIT-D211BHN0M","IT","lab","no_cue",17.8917711446392,-0.00500245723496511,0.0121641113586563,0.00651694625991042,-0.0143385195611474,-0.00115339021030664,-0.00646107534729017,0.00649291623807724,0.000215830878632197,-0.000553230684668734,-0.00542947308831866,0.000177766527737413,0.00147313939769035,-0.000598184137602471,-0.00180664356233578,0.0017596931776309,-0.00033549254996729,0.00297818995030733,0.000648619675453633,0.00231961210207811,-6.94815361898564e-05,0.000141141154820344,-0.000205664102748371,-0.000251540061775768,0.00030186366672958,4.38153202955704e-17,1.8702487475375e-17,2.00577401909818e-18,1.17906986257799e-17
"LIT-D213AHN0M","IT","lab","no_cue",16.3200943627347,-0.00651157138723405,0.000902845195708574,-0.00796438274654414,-0.0110473487755446,-0.000634771031254444,-0.00927866080782105,0.00373193498870016,0.0116629688087264,0.00305134358868008,-0.00675612858843399,-0.00266013822520813,-0.000819953177021599,-0.00379846296974531,-0.0019809904483165,0.000403972122738166,-0.00136985725342832,-0.000298503349260593,0.00186018630567312,-0.000212250835104016,-0.000625017694343485,-0.000133543204300767,2.72340893772121e-05,-2.18140637470735e-06,-0.000144982249249308,1.00366627986057e-16,2.31748214368777e-17,2.33645568170626e-17,2.60750622482764e-17
"LIT-D215AHN0M","IT","lab","no_cue",15.6227086134469,0.0166376143831518,0.00849894169275891,-0.00158223501636198,-0.0109852112836173,0.00447832017556765,-0.000682519333967536,-0.00253325283209292,0.000738415172020889,-0.0031052814943325,-0.00235021795957006,0.00666176166823208,-0.00661501493901943,0.000641428565828571,-0.00340867607089162,-0.000660001609679639,0.00162952650270612,0.000104759405845331,-0.00136214656546707,-0.000373920369720963,0.000779009792947075,-0.000276021453045495,0.000178680967768162,-3.77705875554536e-05,-2.71147352244227e-05,-3.93023287525995e-17,-1.29020058525775e-17,7.37257477290143e-18,3.70797142990043e-17
"LIT-D216AHN0M","IT","lab","no_cue",16.2881309534169,-0.00385735408388993,0.0207084268349863,0.0105771928327878,-0.00579968291206966,-0.00184068919506146,0.00372154357409323,-9.38806583627891e-05,0.00312250567409375,-0.000283637557397204,-0.00171982289768838,0.00444119061512133,-0.000235872489007342,0.00143669693342888,-0.00350299582615329,0.00148028691114503,0.000379541858345173,-0.000821277464270897,0.000632580494330118,-2.96526007351099e-05,-0.0003046349412552,6.65449234607872e-05,-3.00055343668709e-05,6.62448673332163e-05,7.88037950966827e-05,2.6190258729103e-17,4.47233396150271e-17,-2.82976767018717e-17,1.62630325872826e-17
"LIT-D217AHN0M","IT","lab","no_cue",17.3818320404553,0.00226649753939855,0.0100802892231765,0.00703177087323124,-0.00561871588955535,-0.00199225100082309,0.00507602204889969,-0.00198879130174247,0.00824351998003239,-0.000662666193920093,-0.000248831640784316,-0.00211269579264984,-0.000450161322877521,-0.00205615546386568,-0.000827468845813343,0.00294557621232043,-0.00126321431357894,-0.000805926409144989,0.000893493174032803,-0.000615642844175234,-0.000898905116524678,-0.000267378504490216,-1.5361148877964e-05,1.39864231981857e-05,-3.26009407882686e-05,5.51994431066682e-17,-2.15620707053055e-17,4.58075417875126e-18,1.50500814068144e-17
"LIT-D218AHN0M","IT","lab","no_cue",16.3585140591789,0.0169817223498038,0.0132280822053326,0.003272637485833,-0.0204229936060751,-0.00287152046090982,0.0100693336663999,-0.00976240591831292,0.0108368324609786,0.00521002940633001,-0.00578423231088648,-0.000404396788058705,-0.00150914033166621,0.00106376448242747,-0.00277041812079199,-0.00363328333874324,-0.0026876853345595,0.000353668521389361,0.000260661252489776,-0.000382934876438791,-0.000556250352242347,0.000143102632699371,8.20090707583547e-05,-0.000351195610593183,-0.000137252222816444,1.32543715586353e-17,6.00648003556969e-17,3.29597460435593e-17,-3.04660810468427e-17
