11	251
10	251
10	249
9	249
9	246
8	246
8	243
7	243
7	241
6	241
6	243
5	243
5	250
6	250
6	254
7	254
7	257
8	257
8	260
9	260
9	262
10	262
10	265
11	265
11	267
12	267
12	269
13	269
13	270
14	270
14	272
15	272
15	274
16	274
16	276
17	276
17	277
18	277
18	279
19	279
19	280
20	280
20	282
21	282
21	283
22	283
22	284
23	284
23	285
24	285
24	287
25	287
25	288
26	288
26	289
27	289
27	290
28	290
28	291
29	291
29	292
30	292
30	293
31	293
31	294
32	294
32	295
33	295
33	296
34	296
34	297
35	297
35	298
36	298
36	299
38	299
38	300
39	300
39	301
40	301
40	302
41	302
41	303
43	303
43	304
44	304
44	305
45	305
45	306
47	306
47	307
48	307
48	308
50	308
50	309
51	309
51	310
53	310
53	311
54	311
54	312
56	312
56	313
57	313
57	314
59	314
59	315
60	315
60	316
62	316
62	317
63	317
63	318
65	318
65	319
67	319
67	320
68	320
68	321
70	321
70	322
72	322
72	323
74	323
74	324
75	324
75	325
77	325
77	326
79	326
79	327
81	327
81	328
83	328
83	329
85	329
85	330
86	330
86	331
89	331
89	332
91	332
91	333
93	333
93	334
95	334
95	335
97	335
97	336
99	336
99	337
101	337
101	338
103	338
103	339
106	339
106	340
108	340
108	341
110	341
110	342
113	342
113	343
115	343
115	344
117	344
117	345
120	345
120	346
122	346
122	347
125	347
125	348
128	348
128	349
130	349
130	350
133	350
133	351
136	351
136	352
138	352
138	353
141	353
141	354
144	354
144	355
148	355
148	356
151	356
151	357
154	357
154	358
157	358
157	359
161	359
161	360
164	360
164	361
168	361
168	362
172	362
172	363
176	363
176	364
180	364
180	365
184	365
184	366
188	366
188	367
196	367
196	366
199	366
199	365
205	365
205	364
208	364
208	363
212	363
212	362
214	362
214	361
217	361
217	360
219	360
219	359
221	359
221	358
223	358
223	357
225	357
225	356
226	356
226	355
228	355
228	354
229	354
229	353
231	353
231	352
232	352
232	351
234	351
234	350
235	350
235	349
236	349
236	348
238	348
238	347
239	347
239	346
240	346
240	345
241	345
241	344
242	344
242	343
243	343
243	342
244	342
244	341
245	341
245	340
246	340
246	339
247	339
247	338
248	338
248	337
249	337
249	336
250	336
250	335
251	335
251	334
252	334
252	332
253	332
253	331
254	331
254	330
255	330
255	328
256	328
256	325
257	325
257	321
258	321
258	312
259	312
259	284
258	284
258	269
257	269
257	261
256	261
256	257
255	257
255	254
254	254
254	251
253	251
253	249
252	249
252	247
251	247
251	245
250	245
250	244
249	244
249	242
248	242
248	241
247	241
247	240
246	240
246	238
245	238
245	237
244	237
244	234
245	234
245	233
247	233
247	234
248	234
248	235
249	235
249	236
250	236
250	238
251	238
251	239
252	239
252	240
253	240
253	242
254	242
254	244
255	244
255	245
256	245
256	247
257	247
257	250
258	250
258	252
259	252
259	255
260	255
260	260
261	260
261	267
262	267
262	281
263	281
263	314
262	314
262	323
261	323
261	327
260	327
260	330
259	330
259	331
258	331
258	333
257	333
257	334
256	334
256	336
255	336
255	337
254	337
254	338
253	338
253	339
252	339
252	340
251	340
251	341
250	341
250	342
249	342
249	344
247	344
247	345
246	345
246	346
245	346
245	347
244	347
244	348
243	348
243	349
242	349
242	350
241	350
241	351
240	351
240	352
238	352
238	353
237	353
237	354
236	354
236	355
234	355
234	356
233	356
233	357
231	357
231	358
230	358
230	359
228	359
228	360
227	360
227	361
225	361
225	362
223	362
223	363
221	363
221	364
219	364
219	365
216	365
216	367
221	367
221	368
226	368
226	369
230	369
230	370
236	370
236	371
241	371
241	372
247	372
247	373
254	373
254	374
261	374
261	375
268	375
268	376
275	376
275	377
282	377
282	378
290	378
290	379
297	379
297	380
305	380
305	381
312	381
312	382
321	382
321	383
330	383
330	384
340	384
340	385
353	385
353	386
422	386
422	385
448	385
448	384
477	384
477	383
498	383
498	382
511	382
511	381
520	381
520	380
527	380
527	379
532	379
532	378
537	378
537	377
541	377
541	376
544	376
544	375
548	375
548	374
551	374
551	373
553	373
553	372
556	372
556	371
559	371
559	370
561	370
561	369
564	369
564	368
567	368
567	367
569	367
569	366
572	366
572	365
574	365
574	364
577	364
577	363
580	363
580	362
583	362
583	361
587	361
587	360
590	360
590	359
594	359
594	358
597	358
597	357
601	357
601	356
604	356
604	355
608	355
608	354
611	354
611	353
615	353
615	352
618	352
618	351
621	351
621	350
625	350
625	349
628	349
628	348
631	348
631	347
633	347
633	346
636	346
636	345
638	345
638	344
641	344
641	343
643	343
643	342
645	342
645	341
648	341
648	340
650	340
650	339
652	339
652	338
654	338
654	337
656	337
656	336
659	336
659	335
661	335
661	334
663	334
663	333
665	333
665	332
668	332
668	331
670	331
670	330
673	330
673	329
676	329
676	328
679	328
679	327
683	327
683	326
686	326
686	325
691	325
691	324
695	324
695	323
701	323
701	322
708	322
708	321
715	321
715	320
722	320
722	319
730	319
730	318
739	318
739	317
749	317
749	316
759	316
759	315
771	315
771	314
783	314
783	313
795	313
795	312
808	312
808	311
822	311
822	310
837	310
837	309
851	309
851	308
866	308
866	307
881	307
881	306
896	306
896	305
910	305
910	304
923	304
923	303
934	303
934	302
945	302
945	301
954	301
954	300
962	300
962	299
971	299
971	298
979	298
979	297
1004	297
1004	296
1008	296
1008	295
1010	295
1010	294
1011	294
1011	293
1012	293
1012	292
1013	292
1013	291
1014	291
1014	289
1015	289
1015	288
1016	288
1016	286
1017	286
1017	284
1018	284
1018	282
1019	282
1019	280
1020	280
1020	278
1021	278
1021	277
1022	277
1022	275
1023	275
1023	273
1024	273
1024	271
1025	271
1025	270
1026	270
1026	268
1027	268
1027	266
1028	266
1028	264
1029	264
1029	262
1030	262
1030	261
1031	261
1031	259
1032	259
1032	257
1033	257
1033	255
1034	255
1034	253
1035	253
1035	251
1036	251
1036	248
1037	248
1037	246
1038	246
1038	244
1039	244
1039	241
1040	241
1040	238
1041	238
1041	235
1042	235
1042	232
1043	232
1043	228
1044	228
1044	225
1045	225
1045	221
1046	221
1046	217
1047	217
1047	212
1048	212
1048	206
1049	206
1049	185
1048	185
1048	178
1047	178
1047	173
1046	173
1046	168
1045	168
1045	164
1044	164
1044	161
1043	161
1043	158
1042	158
1042	155
1041	155
1041	153
1040	153
1040	150
1039	150
1039	149
1038	149
1038	147
1037	147
1037	145
1036	145
1036	144
1035	144
1035	143
1034	143
1034	141
1033	141
1033	140
1032	140
1032	139
1031	139
1031	138
1030	138
1030	137
1029	137
1029	136
1028	136
1028	135
1027	135
1027	134
1025	134
1025	133
1024	133
1024	132
1023	132
1023	131
1021	131
1021	130
1020	130
1020	129
1018	129
1018	128
1017	128
1017	127
1015	127
1015	126
1012	126
1012	125
1009	125
1009	124
1001	124
1001	123
979	123
979	124
859	124
859	123
744	123
744	122
731	122
731	121
724	121
724	120
719	120
719	119
715	119
715	118
711	118
711	117
707	117
707	116
704	116
704	115
700	115
700	114
696	114
696	113
691	113
691	112
686	112
686	111
680	111
680	110
673	110
673	109
667	109
667	108
661	108
661	107
654	107
654	106
647	106
647	105
640	105
640	104
632	104
632	103
624	103
624	102
614	102
614	101
600	101
600	100
579	100
579	101
535	101
535	102
474	102
474	103
439	103
439	104
417	104
417	105
403	105
403	106
392	106
392	107
384	107
384	108
377	108
377	109
371	109
371	110
366	110
366	111
361	111
361	112
357	112
357	113
352	113
352	114
348	114
348	115
344	115
344	116
340	116
340	117
336	117
336	118
331	118
331	119
327	119
327	120
322	120
322	121
317	121
317	122
312	122
312	123
308	123
308	124
303	124
303	125
298	125
298	126
294	126
294	127
289	127
289	128
285	128
285	129
280	129
280	130
276	130
276	131
271	131
271	132
267	132
